Title,Date,Language,Author,MGender,CGender,NGender,journal,publisher,topics
Clinical utility of fixed-dose combinations in hypertension: evidence for the potential of nebivolol/valsartan,2014-11-01,English,Carlos M,male,male,male,Integrated Blood Pressure Control,Dove Press,"['Internal medicine', 'RC31-1245', 'Medicine', 'R']"
Antibiotic-prescribing patterns for Iraqi patients during Ramadan,2014-11-01,English,Ehab Mudher,male,male,male,Patient Preference and Adherence,Dove Press,"['Therapeutics. Pharmacology', 'RM1-950', 'Medicine', 'R']"
Antibiotic-prescribing patterns for Iraqi patients during Ramadan,2014-11-01,English,Ali Lateef,unknown,female,male,Patient Preference and Adherence,Dove Press,"['Therapeutics. Pharmacology', 'RM1-950', 'Medicine', 'R']"
A comparative study of retention of complete denture base with different types of posterior palatal seals &amp;ndash; an in vivo study,2014-11-01,English,GS Chandu,unknown,unknown,male,Clinical,Dove Press,"['Dentistry', 'RK1-715', 'Medicine', 'R']"
A comparative study of retention of complete denture base with different types of posterior palatal seals &amp;ndash; an in vivo study,2014-11-01,English,BS Hema,unknown,unknown,male,Clinical,Dove Press,"['Dentistry', 'RK1-715', 'Medicine', 'R']"
A comparative study of retention of complete denture base with different types of posterior palatal seals &amp;ndash; an in vivo study,2014-11-01,English,Harsh Mahajan,male,male,male,Clinical,Dove Press,"['Dentistry', 'RK1-715', 'Medicine', 'R']"
A comparative study of retention of complete denture base with different types of posterior palatal seals &amp;ndash; an in vivo study,2014-11-01,English,Anurag Azad4,male,male,male,Clinical,Dove Press,"['Dentistry', 'RK1-715', 'Medicine', 'R']"
A comparative study of retention of complete denture base with different types of posterior palatal seals &amp;ndash; an in vivo study,2014-11-01,English,Ipsita Sharma,unknown,female,female,Clinical,Dove Press,"['Dentistry', 'RK1-715', 'Medicine', 'R']"
A comparative study of retention of complete denture base with different types of posterior palatal seals &amp;ndash; an in vivo study,2014-11-01,English,Anurag Azad4,male,male,male,Clinical,Dove Press,"['Dentistry', 'RK1-715', 'Medicine', 'R']"
Inhibitory effect of gold nanoparticles on the D-ribose glycation of bovine serum albumin,2014-11-01,English,Weixi Liu,unknown,unknown,male,International Journal of Nanomedicine,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
Inhibitory effect of gold nanoparticles on the D-ribose glycation of bovine serum albumin,2014-11-01,English,Menashi A,unknown,unknown,male,International Journal of Nanomedicine,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
Inhibitory effect of gold nanoparticles on the D-ribose glycation of bovine serum albumin,2014-11-01,English,Leslie Frost,unknown,unisex,female,International Journal of Nanomedicine,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
Inhibitory effect of gold nanoparticles on the D-ribose glycation of bovine serum albumin,2014-11-01,English,Champika Seneviratne,unknown,female,male,International Journal of Nanomedicine,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
Inhibitory effect of gold nanoparticles on the D-ribose glycation of bovine serum albumin,2014-11-01,English,Joel A,male,male,male,International Journal of Nanomedicine,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
What factors influence community-dwelling older people&amp;rsquo;s intent to undertake multifactorial fall prevention programs?,2014-11-01,English,Keith D,male,male,male,Clinical Interventions in Aging,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
What factors influence community-dwelling older people&amp;rsquo;s intent to undertake multifactorial fall prevention programs?,2014-11-01,English,Lesley Day,unknown,female,female,Clinical Interventions in Aging,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
What factors influence community-dwelling older people&amp;rsquo;s intent to undertake multifactorial fall prevention programs?,2014-11-01,English,Terry P,unknown,male,male,Clinical Interventions in Aging,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
Characteristics of uveitic glaucoma and evaluation of its surgical treatment,2014-11-01,English,Ai Shimizu,unknown,female,female,Clinical Ophthalmology,Dove Press,"['Ophthalmology', 'RE1-994', 'Medicine', 'R']"
Characteristics of uveitic glaucoma and evaluation of its surgical treatment,2014-11-01,English,Kazuichi Maruyama,unknown,unknown,male,Clinical Ophthalmology,Dove Press,"['Ophthalmology', 'RE1-994', 'Medicine', 'R']"
Characteristics of uveitic glaucoma and evaluation of its surgical treatment,2014-11-01,English,Yu Yokoyama,unknown,female,female,Clinical Ophthalmology,Dove Press,"['Ophthalmology', 'RE1-994', 'Medicine', 'R']"
Characteristics of uveitic glaucoma and evaluation of its surgical treatment,2014-11-01,English,Satoru Tsuda,male,male,male,Clinical Ophthalmology,Dove Press,"['Ophthalmology', 'RE1-994', 'Medicine', 'R']"
Characteristics of uveitic glaucoma and evaluation of its surgical treatment,2014-11-01,English,Morin Ryu,unknown,male,male,Clinical Ophthalmology,Dove Press,"['Ophthalmology', 'RE1-994', 'Medicine', 'R']"
Characteristics of uveitic glaucoma and evaluation of its surgical treatment,2014-11-01,English,Toru Nakazawa,male,male,male,Clinical Ophthalmology,Dove Press,"['Ophthalmology', 'RE1-994', 'Medicine', 'R']"
Follicular delivery of spironolactone via nanostructured lipid carriers for management of&amp;nbsp;alopecia,2014-11-01,English,Rehab Nabil,female,female,female,International Journal of Nanomedicine,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
Follicular delivery of spironolactone via nanostructured lipid carriers for management of&amp;nbsp;alopecia,2014-11-01,English,Mona Hassan,female,female,female,International Journal of Nanomedicine,Dove Press,"['Medicine (General)', 'R5-920', 'Medicine', 'R']"
Recent advances in chronotherapy for the management of asthma,2014-11-01,English,Hannah J,female,female,female,ChronoPhysiology and Therapy,Dove Press,"['Therapeutics. Pharmacology', 'RM1-950', 'Medicine', 'R']"
Recent advances in chronotherapy for the management of asthma,2014-11-01,English,Stuart N,male,male,male,ChronoPhysiology and Therapy,Dove Press,"['Therapeutics. Pharmacology', 'RM1-950', 'Medicine', 'R']"
Recent advances in chronotherapy for the management of asthma,2014-11-01,English,David W,male,male,male,ChronoPhysiology and Therapy,Dove Press,"['Therapeutics. Pharmacology', 'RM1-950', 'Medicine', 'R']"
Chronotherapy in the treatment of epilepsy,2014-11-01,English,David A,male,male,male,ChronoPhysiology and Therapy,Dove Press,"['Therapeutics. Pharmacology', 'RM1-950', 'Medicine', 'R']"
Chronotherapy in the treatment of epilepsy,2014-11-01,English,Sachin S,male,male,male,ChronoPhysiology and Therapy,Dove Press,"['Therapeutics. Pharmacology', 'RM1-950', 'Medicine', 'R']"
Chronotherapy in the treatment of epilepsy,2014-11-01,English,Paul R,male,male,male,ChronoPhysiology and Therapy,Dove Press,"['Therapeutics. Pharmacology', 'RM1-950', 'Medicine', 'R']"
Avaliação de Perdas e Ganhos nas Decisões Financeiras: Uma Investigação à Luz da Prospect Theory,2014-04-01,Portuguese,Adriana Fernandes Vasconcelos,female,female,misparsed,Revista Evidenciação Contábil &amp; Finanças,Dove Press,"['Finan\xc3\xa7as Comportamentais', 'Perdas e Ganhos', 'Racionalidade Econ\xc3\xb4mica', 'Emo\xc3\xa7\xc3\xa3o', 'Business', 'HF5001-6182', 'Commerce', 'HF1-6182', 'Social Sciences', 'H', 'Finance', 'HG1-9999', 'Social Sciences', 'H']"
Avaliação de Perdas e Ganhos nas Decisões Financeiras: Uma Investigação à Luz da Prospect Theory,2014-04-01,Portuguese,Gustavo Amorim Antunes,male,male,misparsed,Revista Evidenciação Contábil &amp; Finanças,Dove Press,"['Finan\xc3\xa7as Comportamentais', 'Perdas e Ganhos', 'Racionalidade Econ\xc3\xb4mica', 'Emo\xc3\xa7\xc3\xa3o', 'Business', 'HF5001-6182', 'Commerce', 'HF1-6182', 'Social Sciences', 'H', 'Finance', 'HG1-9999', 'Social Sciences', 'H']"
Avaliação de Perdas e Ganhos nas Decisões Financeiras: Uma Investigação à Luz da Prospect Theory,2014-04-01,Portuguese,César Augusto Tibúrcio Silva,unknown,unknown,misparsed,Revista Evidenciação Contábil &amp; Finanças,Dove Press,"['Finan\xc3\xa7as Comportamentais', 'Perdas e Ganhos', 'Racionalidade Econ\xc3\xb4mica', 'Emo\xc3\xa7\xc3\xa3o', 'Business', 'HF5001-6182', 'Commerce', 'HF1-6182', 'Social Sciences', 'H', 'Finance', 'HG1-9999', 'Social Sciences', 'H']"
Produção Científica Sobre Rodízio de Auditoria: Uma Análise Bibliométrica e Sociométrica nas Bases Sciense Direct e Scopus,2014-04-01,Portuguese,Rodrigo Barraco Marassi,male,male,misparsed,Revista Evidenciação Contábil &amp; Finanças,Dove Press,"['Auditoria', 'Rod\xc3\xadzio de Auditoria', 'Bibliometria', 'Sociometria', 'Redes Sociais', 'Business', 'HF5001-6182', 'Commerce', 'HF1-6182', 'Social Sciences', 'H', 'Finance', 'HG1-9999', 'Social Sciences', 'H']"
Produção Científica Sobre Rodízio de Auditoria: Uma Análise Bibliométrica e Sociométrica nas Bases Sciense Direct e Scopus,2014-04-01,Portuguese,Maria Margarete Brizolla,female,female,misparsed,Revista Evidenciação Contábil &amp; Finanças,Dove Press,"['Auditoria', 'Rod\xc3\xadzio de Auditoria', 'Bibliometria', 'Sociometria', 'Redes Sociais', 'Business', 'HF5001-6182', 'Commerce', 'HF1-6182', 'Social Sciences', 'H', 'Finance', 'HG1-9999', 'Social Sciences', 'H']"
Produção Científica Sobre Rodízio de Auditoria: Uma Análise Bibliométrica e Sociométrica nas Bases Sciense Direct e Scopus,2014-04-01,Portuguese,Paulo Roberto da Cunha,male,male,misparsed,Revista Evidenciação Contábil &amp; Finanças,Dove Press,"['Auditoria', 'Rod\xc3\xadzio de Auditoria', 'Bibliometria', 'Sociometria', 'Redes Sociais', 'Business', 'HF5001-6182', 'Commerce', 'HF1-6182', 'Social Sciences', 'H', 'Finance', 'HG1-9999', 'Social Sciences', 'H']"
ON INFLUENCE OF BOUNDARY CONDITIONS AND TRANSVERSE SHEARS ON  BUCKLING OF THIN LAMINATED CYLINDRICAL SHELLS UNDER EXTERNAL PRESSURE,2014-08-01,English,Gennadi I. Mikhasev,unknown,male,misparsed,Facta Universitatis. Series: Mechanical Engineering,University of Niš,"['Mechanical engineering and machinery', 'TJ1-1570']"
ON INFLUENCE OF BOUNDARY CONDITIONS AND TRANSVERSE SHEARS ON  BUCKLING OF THIN LAMINATED CYLINDRICAL SHELLS UNDER EXTERNAL PRESSURE,2014-08-01,English,Ihnat R. Mlechka,unknown,female,misparsed,Facta Universitatis. Series: Mechanical Engineering,University of Niš,"['Mechanical engineering and machinery', 'TJ1-1570']"
AN AUTOMATIZED IN-PLACE ANALYSIS OF A HEAVY LIFT JACK-UP VESSEL UNDER SURVIVAL CONDITIONS,2014-08-01,English,Gil Rama,male,male,male,Facta Universitatis. Series: Mechanical Engineering,University of Niš,"['Mechanical engineering and machinery', 'TJ1-1570']"
FEM BASED PARAMETRIC DESIGN STUDY OF TIRE PROFILE USING DEDICATED CAD MODEL AND TRANSLATION CODE,2014-12-01,English,Nikola Korunović,unknown,female,male,Facta Universitatis. Series: Mechanical Engineering,University of Niš,"['Mechanical engineering and machinery', 'TJ1-1570']"
FEM BASED PARAMETRIC DESIGN STUDY OF TIRE PROFILE USING DEDICATED CAD MODEL AND TRANSLATION CODE,2014-12-01,English,Miloš Stojković,unknown,male,male,Facta Universitatis. Series: Mechanical Engineering,University of Niš,"['Mechanical engineering and machinery', 'TJ1-1570']"
FEM BASED PARAMETRIC DESIGN STUDY OF TIRE PROFILE USING DEDICATED CAD MODEL AND TRANSLATION CODE,2014-12-01,English,Dragan Mišić,male,male,male,Facta Universitatis. Series: Mechanical Engineering,University of Niš,"['Mechanical engineering and machinery', 'TJ1-1570']"
FEM BASED PARAMETRIC DESIGN STUDY OF TIRE PROFILE USING DEDICATED CAD MODEL AND TRANSLATION CODE,2014-12-01,English,Miroslav Trajanović,male,male,male,Facta Universitatis. Series: Mechanical Engineering,University of Niš,"['Mechanical engineering and machinery', 'TJ1-1570']"
FUZZY CONTROLLER FOR THE CONTROL OF THE MOBILE PLATFORM OF THE CORBYS ROBOTIC GAIT REHABILITATION SYSTEM,2014-12-01,English,Maria Kyrarini,female,female,female,Facta Universitatis. Series: Mechanical Engineering,University of Niš,"['Mechanical engineering and machinery', 'TJ1-1570']"
FUZZY CONTROLLER FOR THE CONTROL OF THE MOBILE PLATFORM OF THE CORBYS ROBOTIC GAIT REHABILITATION SYSTEM,2014-12-01,English,Siniša Slavnić,unknown,female,female,Facta Universitatis. Series: Mechanical Engineering,University of Niš,"['Mechanical engineering and machinery', 'TJ1-1570']"
FUZZY CONTROLLER FOR THE CONTROL OF THE MOBILE PLATFORM OF THE CORBYS ROBOTIC GAIT REHABILITATION SYSTEM,2014-12-01,English,Danijela Ristić-Durrant,female,female,female,Facta Universitatis. Series: Mechanical Engineering,University of Niš,"['Mechanical engineering and machinery', 'TJ1-1570']"
EXPERIMENTAL DETERMINATION OF BEARING LOADS IN ROTATING PLATFORM DRIVE MECHANISMS OF HYDRAULIC EXCAVATORS,2014-08-01,English,Vesna Jovanović,female,female,female,Facta Universitatis. Series: Mechanical Engineering,University of Niš,"['Mechanical engineering and machinery', 'TJ1-1570']"
EXPERIMENTAL DETERMINATION OF BEARING LOADS IN ROTATING PLATFORM DRIVE MECHANISMS OF HYDRAULIC EXCAVATORS,2014-08-01,English,Dragoslav Janošević,unknown,male,male,Facta Universitatis. Series: Mechanical Engineering,University of Niš,"['Mechanical engineering and machinery', 'TJ1-1570']"
EXPERIMENTAL DETERMINATION OF BEARING LOADS IN ROTATING PLATFORM DRIVE MECHANISMS OF HYDRAULIC EXCAVATORS,2014-08-01,English,Nikola Petrović,unknown,female,female,Facta Universitatis. Series: Mechanical Engineering,University of Niš,"['Mechanical engineering and machinery', 'TJ1-1570']"
EMBEDDED SYSTEMS FOR VIBRATION MONITORING,2014-08-01,English,Miloš Milovančević,unknown,male,male,Facta Universitatis. Series: Mechanical Engineering,University of Niš,"['Mechanical engineering and machinery', 'TJ1-1570']"
EMBEDDED SYSTEMS FOR VIBRATION MONITORING,2014-08-01,English,Aleksandar Veg,male,male,male,Facta Universitatis. Series: Mechanical Engineering,University of Niš,"['Mechanical engineering and machinery', 'TJ1-1570']"
EMBEDDED SYSTEMS FOR VIBRATION MONITORING,2014-08-01,English,Aleksandar Makedonski,male,male,male,Facta Universitatis. Series: Mechanical Engineering,University of Niš,"['Mechanical engineering and machinery', 'TJ1-1570']"
EMBEDDED SYSTEMS FOR VIBRATION MONITORING,2014-08-01,English,Jelena Stefanović Marinović,female,female,misparsed,Facta Universitatis. Series: Mechanical Engineering,University of Niš,"['Mechanical engineering and machinery', 'TJ1-1570']"
ROBUST MIXED H2/H8 ACTIVE VIBRATION CONTROLLER IN ATTENUATION OF SMART BEAM,2014-12-01,English,Atta Oveisi,unknown,male,unknown,Facta Universitatis. Series: Mechanical Engineering,University of Niš,"['Mechanical engineering and machinery', 'TJ1-1570']"
ROBUST MIXED H2/H8 ACTIVE VIBRATION CONTROLLER IN ATTENUATION OF SMART BEAM,2014-12-01,English,Tamara Nestorović,female,female,female,Facta Universitatis. Series: Mechanical Engineering,University of Niš,"['Mechanical engineering and machinery', 'TJ1-1570']"
