"","Title","Date","Language","Author","MGender","CGender","journal","publisher","topics","RGender"
"415","A comparative study of retention of complete denture base with different types of posterior palatal seals &amp;ndash; an in vivo study","2014-11-01","English","Anurag","male","male","Clinical","Dove Press","['Dentistry', 'RK1-715', 'Medicine', 'R']","male"
"416","A comparative study of retention of complete denture base with different types of posterior palatal seals &amp;ndash; an in vivo study","2014-11-01","English","Ipsita","unknown","female","Clinical","Dove Press","['Dentistry', 'RK1-715', 'Medicine', 'R']","unknown"
"417","A comparative study of retention of complete denture base with different types of posterior palatal seals &amp;ndash; an in vivo study","2014-11-01","English","Anurag","male","male","Clinical","Dove Press","['Dentistry', 'RK1-715', 'Medicine', 'R']","male"
"418","Inhibitory effect of gold nanoparticles on the D-ribose glycation of bovine serum albumin","2014-11-01","English","Weixi","unknown","unknown","International Journal of Nanomedicine","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","unknown"
"419","Inhibitory effect of gold nanoparticles on the D-ribose glycation of bovine serum albumin","2014-11-01","English","Menashi","unknown","unknown","International Journal of Nanomedicine","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","unknown"
"420","Inhibitory effect of gold nanoparticles on the D-ribose glycation of bovine serum albumin","2014-11-01","English","Leslie","unknown","unisex","International Journal of Nanomedicine","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","female"
"421","Inhibitory effect of gold nanoparticles on the D-ribose glycation of bovine serum albumin","2014-11-01","English","Champika","unknown","female","International Journal of Nanomedicine","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","unknown"
"422","Inhibitory effect of gold nanoparticles on the D-ribose glycation of bovine serum albumin","2014-11-01","English","Joel","male","male","International Journal of Nanomedicine","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","male"
"423","What factors influence community-dwelling older people&amp;rsquo;s intent to undertake multifactorial fall prevention programs?","2014-11-01","English","Keith","male","male","Clinical Interventions in Aging","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","male"
"424","What factors influence community-dwelling older people&amp;rsquo;s intent to undertake multifactorial fall prevention programs?","2014-11-01","English","Lesley","unknown","female","Clinical Interventions in Aging","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","female"
"425","What factors influence community-dwelling older people&amp;rsquo;s intent to undertake multifactorial fall prevention programs?","2014-11-01","English","Terry","unknown","male","Clinical Interventions in Aging","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","male"
"426","Characteristics of uveitic glaucoma and evaluation of its surgical treatment","2014-11-01","English","Ai","unknown","female","Clinical Ophthalmology","Dove Press","['Ophthalmology', 'RE1-994', 'Medicine', 'R']","female"
"427","Characteristics of uveitic glaucoma and evaluation of its surgical treatment","2014-11-01","English","Kazuichi","unknown","unknown","Clinical Ophthalmology","Dove Press","['Ophthalmology', 'RE1-994', 'Medicine', 'R']","unknown"
"428","Characteristics of uveitic glaucoma and evaluation of its surgical treatment","2014-11-01","English","Yu","unknown","female","Clinical Ophthalmology","Dove Press","['Ophthalmology', 'RE1-994', 'Medicine', 'R']","female"
"429","Characteristics of uveitic glaucoma and evaluation of its surgical treatment","2014-11-01","English","Satoru","male","male","Clinical Ophthalmology","Dove Press","['Ophthalmology', 'RE1-994', 'Medicine', 'R']","male"
"430","Characteristics of uveitic glaucoma and evaluation of its surgical treatment","2014-11-01","English","Morin","unknown","male","Clinical Ophthalmology","Dove Press","['Ophthalmology', 'RE1-994', 'Medicine', 'R']","unknown"
"431","Characteristics of uveitic glaucoma and evaluation of its surgical treatment","2014-11-01","English","Toru","male","male","Clinical Ophthalmology","Dove Press","['Ophthalmology', 'RE1-994', 'Medicine', 'R']","male"
"432","Follicular delivery of spironolactone via nanostructured lipid carriers for management of&amp;nbsp;alopecia","2014-11-01","English","Rehab","female","female","International Journal of Nanomedicine","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","female"
"433","Follicular delivery of spironolactone via nanostructured lipid carriers for management of&amp;nbsp;alopecia","2014-11-01","English","Mona","female","female","International Journal of Nanomedicine","Dove Press","['Medicine (General)', 'R5-920', 'Medicine', 'R']","female"
"434","Recent advances in chronotherapy for the management of asthma","2014-11-01","English","Hannah","female","female","ChronoPhysiology and Therapy","Dove Press","['Therapeutics. Pharmacology', 'RM1-950', 'Medicine', 'R']","female"
"435","Recent advances in chronotherapy for the management of asthma","2014-11-01","English","Stuart","male","male","ChronoPhysiology and Therapy","Dove Press","['Therapeutics. Pharmacology', 'RM1-950', 'Medicine', 'R']","male"
"436","Recent advances in chronotherapy for the management of asthma","2014-11-01","English","David","male","male","ChronoPhysiology and Therapy","Dove Press","['Therapeutics. Pharmacology', 'RM1-950', 'Medicine', 'R']","male"
"437","Chronotherapy in the treatment of epilepsy","2014-11-01","English","David","male","male","ChronoPhysiology and Therapy","Dove Press","['Therapeutics. Pharmacology', 'RM1-950', 'Medicine', 'R']","male"
"438","Chronotherapy in the treatment of epilepsy","2014-11-01","English","Sachin","male","male","ChronoPhysiology and Therapy","Dove Press","['Therapeutics. Pharmacology', 'RM1-950', 'Medicine', 'R']","male"
"439","Chronotherapy in the treatment of epilepsy","2014-11-01","English","Paul","male","male","ChronoPhysiology and Therapy","Dove Press","['Therapeutics. Pharmacology', 'RM1-950', 'Medicine', 'R']","male"
"440","Avaliação de Perdas e Ganhos nas Decisões Financeiras: Uma Investigação à Luz da Prospect Theory","2014-04-01","Portuguese","Adriana Fernandes Vasconcelos","unknown","female","Revista Evidenciação Contábil &amp; Finanças","Dove Press","['Finan\xc3\xa7as Comportamentais', 'Perdas e Ganhos', 'Racionalidade Econ\xc3\xb4mica', 'Emo\xc3\xa7\xc3\xa3o', 'Business', 'HF5001-6182', 'Commerce', 'HF1-6182', 'Social Sciences', 'H', 'Finance', 'HG1-9999', 'Social Sciences', 'H']","unknown"
"441","Avaliação de Perdas e Ganhos nas Decisões Financeiras: Uma Investigação à Luz da Prospect Theory","2014-04-01","Portuguese","Gustavo Amorim Antunes","unknown","male","Revista Evidenciação Contábil &amp; Finanças","Dove Press","['Finan\xc3\xa7as Comportamentais', 'Perdas e Ganhos', 'Racionalidade Econ\xc3\xb4mica', 'Emo\xc3\xa7\xc3\xa3o', 'Business', 'HF5001-6182', 'Commerce', 'HF1-6182', 'Social Sciences', 'H', 'Finance', 'HG1-9999', 'Social Sciences', 'H']","unknown"
"442","Avaliação de Perdas e Ganhos nas Decisões Financeiras: Uma Investigação à Luz da Prospect Theory","2014-04-01","Portuguese","César Augusto Tibúrcio Silva","unknown","unknown","Revista Evidenciação Contábil &amp; Finanças","Dove Press","['Finan\xc3\xa7as Comportamentais', 'Perdas e Ganhos', 'Racionalidade Econ\xc3\xb4mica', 'Emo\xc3\xa7\xc3\xa3o', 'Business', 'HF5001-6182', 'Commerce', 'HF1-6182', 'Social Sciences', 'H', 'Finance', 'HG1-9999', 'Social Sciences', 'H']","unknown"
"443","Produção Científica Sobre Rodízio de Auditoria: Uma Análise Bibliométrica e Sociométrica nas Bases Sciense Direct e Scopus","2014-04-01","Portuguese","Rodrigo Barraco Marassi","unknown","male","Revista Evidenciação Contábil &amp; Finanças","Dove Press","['Auditoria', 'Rod\xc3\xadzio de Auditoria', 'Bibliometria', 'Sociometria', 'Redes Sociais', 'Business', 'HF5001-6182', 'Commerce', 'HF1-6182', 'Social Sciences', 'H', 'Finance', 'HG1-9999', 'Social Sciences', 'H']","unknown"
"444","Produção Científica Sobre Rodízio de Auditoria: Uma Análise Bibliométrica e Sociométrica nas Bases Sciense Direct e Scopus","2014-04-01","Portuguese","Maria Margarete Brizolla","unknown","female","Revista Evidenciação Contábil &amp; Finanças","Dove Press","['Auditoria', 'Rod\xc3\xadzio de Auditoria', 'Bibliometria', 'Sociometria', 'Redes Sociais', 'Business', 'HF5001-6182', 'Commerce', 'HF1-6182', 'Social Sciences', 'H', 'Finance', 'HG1-9999', 'Social Sciences', 'H']","unknown"
"445","Produção Científica Sobre Rodízio de Auditoria: Uma Análise Bibliométrica e Sociométrica nas Bases Sciense Direct e Scopus","2014-04-01","Portuguese","Paulo Roberto da Cunha","unknown","male","Revista Evidenciação Contábil &amp; Finanças","Dove Press","['Auditoria', 'Rod\xc3\xadzio de Auditoria', 'Bibliometria', 'Sociometria', 'Redes Sociais', 'Business', 'HF5001-6182', 'Commerce', 'HF1-6182', 'Social Sciences', 'H', 'Finance', 'HG1-9999', 'Social Sciences', 'H']","unknown"
"446","ON INFLUENCE OF BOUNDARY CONDITIONS AND TRANSVERSE SHEARS ON  BUCKLING OF THIN LAMINATED CYLINDRICAL SHELLS UNDER EXTERNAL PRESSURE","2014-08-01","English","Gennadi I. Mikhasev","unknown","male","Facta Universitatis. Series: Mechanical Engineering","University of Niš","['Mechanical engineering and machinery', 'TJ1-1570']","unknown"
"447","ON INFLUENCE OF BOUNDARY CONDITIONS AND TRANSVERSE SHEARS ON  BUCKLING OF THIN LAMINATED CYLINDRICAL SHELLS UNDER EXTERNAL PRESSURE","2014-08-01","English","Ihnat R. Mlechka","unknown","unknown","Facta Universitatis. Series: Mechanical Engineering","University of Niš","['Mechanical engineering and machinery', 'TJ1-1570']","unknown"
"448","AN AUTOMATIZED IN-PLACE ANALYSIS OF A HEAVY LIFT JACK-UP VESSEL UNDER SURVIVAL CONDITIONS","2014-08-01","English","Gil Rama","unknown","male","Facta Universitatis. Series: Mechanical Engineering","University of Niš","['Mechanical engineering and machinery', 'TJ1-1570']","unknown"
"449","FEM BASED PARAMETRIC DESIGN STUDY OF TIRE PROFILE USING DEDICATED CAD MODEL AND TRANSLATION CODE","2014-12-01","English","Nikola Korunović","unknown","female","Facta Universitatis. Series: Mechanical Engineering","University of Niš","['Mechanical engineering and machinery', 'TJ1-1570']","unknown"
"450","FEM BASED PARAMETRIC DESIGN STUDY OF TIRE PROFILE USING DEDICATED CAD MODEL AND TRANSLATION CODE","2014-12-01","English","Miloš Stojković","unknown","male","Facta Universitatis. Series: Mechanical Engineering","University of Niš","['Mechanical engineering and machinery', 'TJ1-1570']","unknown"
"451","FEM BASED PARAMETRIC DESIGN STUDY OF TIRE PROFILE USING DEDICATED CAD MODEL AND TRANSLATION CODE","2014-12-01","English","Dragan Mišić","unknown","male","Facta Universitatis. Series: Mechanical Engineering","University of Niš","['Mechanical engineering and machinery', 'TJ1-1570']","unknown"
"452","FEM BASED PARAMETRIC DESIGN STUDY OF TIRE PROFILE USING DEDICATED CAD MODEL AND TRANSLATION CODE","2014-12-01","English","Miroslav Trajanović","unknown","male","Facta Universitatis. Series: Mechanical Engineering","University of Niš","['Mechanical engineering and machinery', 'TJ1-1570']","unknown"
"453","FUZZY CONTROLLER FOR THE CONTROL OF THE MOBILE PLATFORM OF THE CORBYS ROBOTIC GAIT REHABILITATION SYSTEM","2014-12-01","English","Maria Kyrarini","unknown","female","Facta Universitatis. Series: Mechanical Engineering","University of Niš","['Mechanical engineering and machinery', 'TJ1-1570']","unknown"
"454","FUZZY CONTROLLER FOR THE CONTROL OF THE MOBILE PLATFORM OF THE CORBYS ROBOTIC GAIT REHABILITATION SYSTEM","2014-12-01","English","Siniša Slavnić","unknown","female","Facta Universitatis. Series: Mechanical Engineering","University of Niš","['Mechanical engineering and machinery', 'TJ1-1570']","unknown"
"455","FUZZY CONTROLLER FOR THE CONTROL OF THE MOBILE PLATFORM OF THE CORBYS ROBOTIC GAIT REHABILITATION SYSTEM","2014-12-01","English","Danijela Ristić-Durrant","unknown","female","Facta Universitatis. Series: Mechanical Engineering","University of Niš","['Mechanical engineering and machinery', 'TJ1-1570']","unknown"
"456","EXPERIMENTAL DETERMINATION OF BEARING LOADS IN ROTATING PLATFORM DRIVE MECHANISMS OF HYDRAULIC EXCAVATORS","2014-08-01","English","Vesna Jovanović","unknown","female","Facta Universitatis. Series: Mechanical Engineering","University of Niš","['Mechanical engineering and machinery', 'TJ1-1570']","unknown"
"457","EXPERIMENTAL DETERMINATION OF BEARING LOADS IN ROTATING PLATFORM DRIVE MECHANISMS OF HYDRAULIC EXCAVATORS","2014-08-01","English","Dragoslav Janošević","unknown","male","Facta Universitatis. Series: Mechanical Engineering","University of Niš","['Mechanical engineering and machinery', 'TJ1-1570']","unknown"
"458","EXPERIMENTAL DETERMINATION OF BEARING LOADS IN ROTATING PLATFORM DRIVE MECHANISMS OF HYDRAULIC EXCAVATORS","2014-08-01","English","Nikola Petrović","unknown","female","Facta Universitatis. Series: Mechanical Engineering","University of Niš","['Mechanical engineering and machinery', 'TJ1-1570']","unknown"
"459","EMBEDDED SYSTEMS FOR VIBRATION MONITORING","2014-08-01","English","Miloš Milovančević","unknown","male","Facta Universitatis. Series: Mechanical Engineering","University of Niš","['Mechanical engineering and machinery', 'TJ1-1570']","unknown"
"460","EMBEDDED SYSTEMS FOR VIBRATION MONITORING","2014-08-01","English","Aleksandar Veg","unknown","male","Facta Universitatis. Series: Mechanical Engineering","University of Niš","['Mechanical engineering and machinery', 'TJ1-1570']","unknown"
"461","EMBEDDED SYSTEMS FOR VIBRATION MONITORING","2014-08-01","English","Aleksandar Makedonski","unknown","male","Facta Universitatis. Series: Mechanical Engineering","University of Niš","['Mechanical engineering and machinery', 'TJ1-1570']","unknown"
"462","EMBEDDED SYSTEMS FOR VIBRATION MONITORING","2014-08-01","English","Jelena Stefanović Marinović","unknown","female","Facta Universitatis. Series: Mechanical Engineering","University of Niš","['Mechanical engineering and machinery', 'TJ1-1570']","unknown"
"463","ROBUST MIXED H2/H8 ACTIVE VIBRATION CONTROLLER IN ATTENUATION OF SMART BEAM","2014-12-01","English","Atta Oveisi","unknown","male","Facta Universitatis. Series: Mechanical Engineering","University of Niš","['Mechanical engineering and machinery', 'TJ1-1570']","unknown"
"464","ROBUST MIXED H2/H8 ACTIVE VIBRATION CONTROLLER IN ATTENUATION OF SMART BEAM","2014-12-01","English","Tamara Nestorović","unknown","female","Facta Universitatis. Series: Mechanical Engineering","University of Niš","['Mechanical engineering and machinery', 'TJ1-1570']","unknown"
